report_id,date,site,location,report_type,description,activity,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_precursor_tags,predicted_potential_consequences,sif_prediction,sif_probability,predicted_lsr,primary_lsr_predicted,sif_label,primary_lsr,lsr_tags,hazard,barrier_failure,potential_consequence,precursor_tags,severity
REP-05A50190,2023-10-14,Facility Bravo,Control Room,Unsafe Act,Operator engaged in Process Operation admitted to bypassing safety logic on Fire & Gas Panel. Override left active is a severe breach leading to Process safety event.,Process Operation,"[""Operations""]","[""Gas Panel""]",[],"[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Process Safety Event""]",1,0.9112,"[""Bypassing Safety Controls"", ""Hot Work""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Process safety event,Override left active,Catastrophic release,ignored alarm|unauthorized override,High
REP-CE6C4A0A,2020-04-02,Site Alpha,Main Workshop,Incident,Driver doing Site Patrol in Light Vehicle parked slightly outside the designated lines.,Site Patrol,"[""Vehicle Movement""]","[""Light Vehicle""]",[],[],[],[],0,0.0628,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-7ACB5E57,2020-07-21,Refinery Delta,Storage Tank A,Near Miss,"During Vessel Welding inside Separator V-10, Rescue plan inadequate was noted. This is a critical failure leading to high risk of Heat exhaustion.",Vessel Welding,"[""Hot Work""]","[""Vessel Welding"", ""Separator V-10"", ""During Vessel"", ""Inside Separator""]",[],[],[],[],1,0.937,"[""Confined Space"", ""Energy Isolation""]",Confined Space,1,Confined Space,Confined Space,Heat exhaustion,Rescue plan inadequate,Fatality due to toxic gas,deep excavation|poor ventilation,High
REP-7487B026,2020-07-06,Station Foxtrot,Loading Bay,Unsafe Act,"During Grinding with Pipe Spool P-10, Fire watcher absent allowed slag to ignite a small fire. Toxic fumes potential was extremely high.",Grinding,"[""Chemical Handling"", ""Hot Work""]","[""Spool P-10"", ""Pipe Spool""]","[""Fire/Explosion"", ""Toxic Gas""]","[""COMMUNICATION_FAILURE""]","[""communication-failure""]","[""Fire Injury"", ""Explosion Injury"", ""Toxic Exposure"", ""Major Process Safety Event""]",1,0.9245,"[""Hot Work"", ""Bypassing Safety Controls""]",Hot Work,1,Hot Work,Hot Work|Bypassing Safety Controls,Toxic fumes,Fire watcher absent,Facility explosion,sparks|ignition source,Medium
REP-131881B5,2020-10-23,Facility Bravo,Pipe Rack 2,Near Miss,"During Grinding with Angle Grinder, Combustibles not cleared allowed slag to ignite a small fire. Explosion potential was extremely high.",Grinding,"[""Hot Work""]","[""Angle Grinder""]","[""Fire/Explosion""]",[],[],"[""Explosion Injury"", ""Fire Injury"", ""Major Process Safety Event""]",1,0.9429,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Explosion,Combustibles not cleared,Fatal burns,flammable atmosphere|ignition source,Medium
REP-8463F7A6,2022-05-12,Terminal Echo,Deck 3,Unsafe Act,"Scaffolding tubes for Crane C-1 were stored untidily, causing a minor trip hazard during Scaffolding.",Scaffolding,"[""Mechanical Lifting"", ""Working at Height""]","[""Crane C-1"", ""For Crane""]",[],[],[],[],0,0.1221,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-18D9FD6E,2020-05-04,Refinery Delta,Storage Tank A,Incident,Fire extinguisher near Pipe Spool P-10 for Welding was due for monthly inspection next week.,Welding,"[""Hot Work"", ""Maintenance""]","[""Spool P-10"", ""Pipe Spool""]",[],[],[],[],0,0.0928,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-D6BC748E,2023-04-13,Terminal Echo,Drilling Floor,Incident,JSA for Non-routine Task near Camp Facility was printed on crumpled paper.,Non-routine Task,"[""Operations""]","[""Camp Facility""]",[],[],[],[],0,0.0452,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-089F1463,2022-04-27,Platform Charlie,Control Room,Incident,Driver doing Site Patrol in Forklift parked slightly outside the designated lines.,Site Patrol,"[""Vehicle Movement""]","[""Forklift""]",[],[],[],[],0,0.069,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-6B8739C9,2020-07-09,Refinery Delta,Deck 3,Near Miss,Worker's chin strap on helmet was loose during Structural Inspection on Roof Access Ladder.,Structural Inspection,"[""Working at Height"", ""Maintenance""]","[""Ladder""]",[],[],[],[],0,0.072,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-30EC9E9D,2023-05-14,Platform Charlie,Drilling Floor,Unsafe Act,The Light Vehicle was slightly dirty during Transporting Personnel.,Transporting Personnel,"[""Vehicle Movement""]","[""Light Vehicle""]",[],[],[],[],0,0.0316,"[""Driving"", ""Confined Space""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-B8A6E232,2022-05-28,Terminal Echo,Pipe Rack 2,Unsafe Act,"Worker doing Tank Cleaning in Reactor R-5 complained about poor lighting, though gas levels were normal.",Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Tank Cleaning"", ""Reactor R-5"", ""Doing Tank"", ""In Reactor""]",[],[],[],[],0,0.0818,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-10007C6F,2020-05-22,Facility Bravo,Pump Room,Unsafe Act,Operator of Forklift F-3 during Crane Lifting forgot his safety glasses but was in an enclosed cab.,Crane Lifting,"[""Mechanical Lifting""]","[""Crane Lifting"", ""During Crane"", ""Forklift""]",[],[],[],[],0,0.1151,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-1D287376,2020-04-17,Facility Bravo,Boiler Area,Unsafe Act,Tools used for Internal Inspection in Reactor R-5 were left outside the entrance untidily.,Internal Inspection,"[""Maintenance""]","[""Reactor R-5"", ""In Reactor""]",[],[],[],[],0,0.1695,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-DA13750C,2023-10-20,Station Foxtrot,Control Room,Near Miss,Paint on Chain Block used for Rigging is peeling off.,Rigging,"[""Mechanical Lifting"", ""Painting""]","[""Block Used"", ""Chain Block"", ""Rigging""]",[],[],[],[],0,0.0516,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-3FBDF8F8,2022-05-31,Facility Bravo,Boiler Area,Incident,Operator engaged in Alarm Testing admitted to bypassing safety logic on DCS System. Alarm disabled is a severe breach leading to Process safety event.,Alarm Testing,"[""Operations""]","[""Dcs System""]",[],"[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Process Safety Event""]",1,0.9619,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Process safety event,Alarm disabled,Catastrophic release,bypassed interlock|unauthorized override,Medium
REP-8B5A801E,2023-03-20,Refinery Delta,Storage Tank A,Near Miss,"Worker doing Vessel Welding in Underground Sump complained about poor lighting, though gas levels were normal.",Vessel Welding,"[""Hot Work""]","[""Vessel Welding"", ""Doing Vessel"", ""Sump""]",[],[],[],[],0,0.107,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space|Energy Isolation,,,Minor injury,,Low
REP-95B292D8,2021-09-27,Station Foxtrot,Drilling Floor,Unsafe Condition,"While inspecting Compressor C-10, H2S exposure was narrowly avoided because Padlock missing.",Repair,"[""Maintenance""]","[""Compressor C-10"", ""Inspecting Compressor""]","[""H2S Exposure""]","[""ENERGY_ISOLATION_FAILURE""]","[""missing-loto""]","[""Toxic Exposure"", ""Fatal Exposure"", ""Loss of Consciousness""]",1,0.9105,"[""Energy Isolation""]",Energy Isolation,1,Energy Isolation,Energy Isolation|Line of Fire,H2S exposure,Padlock missing,Severe chemical burns,inadequate isolation|live electrical,Medium
REP-5EF204E5,2023-08-14,Facility Bravo,Loading Bay,Unsafe Act,Barricade tape for Lifting near Drill Pipe was blown down by the wind. No operations were ongoing.,Lifting,"[""Mechanical Lifting"", ""Drilling""]","[""Drill Pipe""]",[],[],[],[],0,0.2077,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-B8949EBB,2021-10-09,Facility Bravo,Control Room,Unsafe Act,"During Tank Cleaning inside Separator V-10, Attendant absent was noted. This is a critical failure leading to high risk of Toxic atmosphere.",Tank Cleaning,"[""Cleaning"", ""Confined Space Entry"", ""Chemical Handling""]","[""Tank Cleaning"", ""Separator V-10"", ""During Tank"", ""Inside Separator""]",[],"[""COMMUNICATION_FAILURE""]","[""communication-failure""]",[],1,0.8837,"[""Confined Space"", ""Energy Isolation""]",Confined Space,1,Confined Space,Confined Space,Toxic atmosphere,Attendant absent,Loss of consciousness,deep excavation|poor ventilation,High
REP-2B7ED4A0,2020-06-06,Station Foxtrot,Deck 3,Incident,Paint on Mobile Crane used for Hoisting is peeling off.,Hoisting,"[""Mechanical Lifting"", ""Painting""]","[""Crane Used"", ""Mobile Crane""]",[],[],[],[],0,0.0589,"[""Safe Mechanical Lifting"", ""Hot Work""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-5852EB77,2021-12-04,Station Foxtrot,Deck 3,Unsafe Condition,Driver doing Transporting Personnel in Forklift parked slightly outside the designated lines.,Transporting Personnel,"[""Vehicle Movement""]","[""Forklift""]",[],[],[],[],0,0.1154,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-8A4906EE,2021-11-06,Site Alpha,Pipe Rack 2,Incident,Critical Contractor Work on Workshop proceeded despite Wrong permit type. This breakdown in authorization risked Simultaneous operations clash.,Contractor Work,"[""Contractor Work"", ""Maintenance""]","[""Workshop""]","[""Unidentified Hazards""]","[""WORK_AUTHORIZATION_FAILURE""]","[""expired-permit""]",[],1,0.9274,"[""Work Authorization"", ""Line of Fire""]",Work Authorization,1,Work Authorization,Work Authorization,Simultaneous operations clash,Wrong permit type,Process incident,simops|inadequate planning,High
REP-1C6C29A5,2020-06-22,Platform Charlie,Pipe Rack 2,Incident,Barricade tape for Torquing near Winch W-2 was blown down by the wind. No operations were ongoing.,Torquing,"[""Torquing""]","[""Winch W-2"", ""Near Winch""]",[],[],[],[],0,0.1537,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-75FFF3A7,2022-09-22,Facility Bravo,Loading Bay,Unsafe Condition,The welding lead for Welding Machine W-1 was slightly tangled during Grinding.,Grinding,"[""Hot Work""]","[""Welding Machine""]",[],[],[],[],0,0.0952,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-BC463935,2022-06-15,Site Alpha,Storage Tank A,Near Miss,A heavy skid was being moved during Crane Lifting. Damaged slings used led to a near miss involving Swinging load near Mobile Crane.,Crane Lifting,"[""Mechanical Lifting"", ""Loading/Unloading""]","[""Crane Lifting"", ""During Crane"", ""Mobile Crane""]","[""Suspended Load""]","[""LIFTING_CONTROL_FAILURE""]","[""suspended-load""]","[""Struck-By Injury"", ""Crushing Injury""]",1,0.9222,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,1,Safe Mechanical Lifting,Safe Mechanical Lifting,Swinging load,Damaged slings used,Multiple serious injuries,heavy lifting|suspended load,Medium
REP-4497A44C,2023-03-14,Refinery Delta,Control Room,Near Miss,"Worker doing Internal Inspection in Underground Sump complained about poor lighting, though gas levels were normal.",Internal Inspection,"[""Maintenance""]","[""Sump""]",[],[],[],[],0,0.0927,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-BC0A2D63,2023-02-09,Site Alpha,Pipe Rack 2,Unsafe Act,Driver doing Heavy Haulage in Vacuum Truck parked slightly outside the designated lines.,Heavy Haulage,"[""Vehicle Movement""]","[""Truck Parked"", ""Vacuum Truck""]",[],[],[],[],0,0.1089,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-4785A6FA,2022-04-29,Site Alpha,Storage Tank A,Near Miss,"During Torquing, a piece of non-tensioned wire from High Pressure Hose was left on the floor.",Torquing,"[""Torquing""]","[""Pressure Hose""]",[],[],[],[],0,0.1984,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-4E7D8FF4,2020-10-11,Station Foxtrot,Control Room,Incident,Worker observed performing Structural Inspection on Crane C-1 at 15 meters. It was noted that No barricade below. A Fall from height could have resulted in a fatality.,Structural Inspection,"[""Mechanical Lifting"", ""Working at Height"", ""Maintenance""]","[""Crane C-1"", ""On Crane""]","[""Fall from Height""]","[""BARRICADING_FAILURE""]","[""missing-barricade""]","[""Fatal Fall"", ""Fall Injury"", ""Fatal Exposure""]",1,0.9481,"[""Work at Height"", ""Line of Fire""]",Work at Height,1,Work at Height,Work at Height,Fall from height,No barricade below,Fatality from fall,missing fall protection|unsecured tools,High
REP-27D8172D,2021-05-01,Platform Charlie,Deck 3,Unsafe Act,Worker's chin strap on helmet was loose during Scaffolding on Pipe Rack Level 3.,Scaffolding,"[""Working at Height""]","[""Pipe Rack""]",[],[],[],[],0,0.1217,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-50DD8922,2022-05-03,Facility Bravo,Deck 3,Near Miss,"Crew commenced General Maintenance at Process Module 4 but PTW not issued. Unaware of SIMOPS, they were exposed to Simultaneous operations clash.",General Maintenance,"[""Maintenance""]","[""Process Module""]","[""Unidentified Hazards""]","[""WORK_AUTHORIZATION_FAILURE""]","[""expired-permit""]",[],1,0.6677,"[""Work Authorization""]",Work Authorization,1,Work Authorization,Work Authorization,Simultaneous operations clash,PTW not issued,Serious injury due to lack of hazard awareness,simops|poor communication,Medium
REP-828847FC,2021-05-08,Station Foxtrot,Deck 3,Near Miss,"A safety camera caught Forklift engaged in Transporting Personnel. The footage revealed Speeding, which is a precursor to Loss of control.",Transporting Personnel,"[""Vehicle Movement""]","[""Forklift""]","[""Vehicle Interaction""]","[""TRAFFIC_CONTROL_FAILURE""]","[""vehicle-interaction""]","[""Vehicle / Pedestrian Injury""]",1,0.8948,"[""Driving"", ""Safe Mechanical Lifting""]",Driving,1,Driving,Driving,Loss of control,Speeding,Crush injuries to pedestrian,poor road conditions|distracted driving,Medium
REP-6A6FC483,2021-08-23,Facility Bravo,Pump Room,Unsafe Condition,"A contractor began Torch Cutting using Angle Grinder. A safety walk discovered Sparks falling to lower deck, immediately stopping work due to Toxic fumes risk.",Torch Cutting,"[""Contractor Work"", ""Chemical Handling"", ""Hot Work""]","[""Angle Grinder"", ""Torch""]","[""Toxic Gas""]",[],[],"[""Toxic Exposure""]",1,0.9139,"[""Hot Work"", ""Line of Fire""]",Hot Work,1,Hot Work,Hot Work,Toxic fumes,Sparks falling to lower deck,Fatal burns,flammable atmosphere|ignition source,High
REP-DC40FA1D,2020-04-07,Station Foxtrot,Drilling Floor,Near Miss,The welding lead for Pipe Spool P-10 was slightly tangled during Torch Cutting.,Torch Cutting,"[""Hot Work""]","[""Spool P-10"", ""Pipe Spool"", ""Torch""]",[],[],[],[],0,0.1044,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-7B468A86,2022-05-19,Site Alpha,Storage Tank A,Unsafe Condition,"During Soldering with Pipe Spool P-10, Sparks falling to lower deck allowed slag to ignite a small fire. Toxic fumes potential was extremely high.",Soldering,"[""Chemical Handling"", ""Hot Work""]","[""Spool P-10"", ""Pipe Spool""]","[""Fire/Explosion"", ""Toxic Gas""]",[],[],"[""Fire Injury"", ""Explosion Injury"", ""Toxic Exposure"", ""Major Process Safety Event""]",1,0.8959,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Toxic fumes,Sparks falling to lower deck,Facility explosion,hydrocarbon presence|sparks,High
REP-C329B714,2022-07-04,Site Alpha,Drilling Floor,Incident,Fire extinguisher near Welding Machine W-1 for Welding was due for monthly inspection next week.,Welding,"[""Hot Work"", ""Maintenance""]","[""Welding Machine""]",[],[],[],[],0,0.1228,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-2634B0F5,2021-04-28,Station Foxtrot,Drilling Floor,Near Miss,"Noticed Valve V-99 had a minor weep during Maintenance. LOTO was applied correctly, but cleanup was delayed.",Maintenance,"[""Maintenance""]","[""Valve V-99"", ""Noticed Valve""]",[],[],[],[],0,0.1152,"[""Energy Isolation"", ""Bypassing Safety Controls""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-9A5C2AAD,2021-10-05,Station Foxtrot,Main Workshop,Unsafe Condition,"The tag for Valve V-99 was faded during Inspection. No Stored energy discharge was present, but tag needs replacement.",Inspection,"[""Maintenance""]","[""Valve V-99"", ""For Valve""]","[""Loss of Containment""]",[],[],"[""Major Process Safety Event""]",0,0.1261,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-2AF97B2E,2021-08-07,Station Foxtrot,Control Room,Unsafe Condition,"Noticed Valve V-99 had a minor weep during Inspection. LOTO was applied correctly, but cleanup was delayed.",Inspection,"[""Maintenance""]","[""Valve V-99"", ""Noticed Valve""]",[],[],[],[],0,0.1194,"[""Energy Isolation"", ""Hot Work""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-60C417C3,2020-11-18,Station Foxtrot,Boiler Area,Near Miss,"Roof Repair was ongoing near Crane C-1 when grating was removed. Harness not clipped left the hole unprotected, creating a high risk of Open grating.",Roof Repair,"[""Mechanical Lifting"", ""Working at Height"", ""Maintenance""]","[""Crane C-1"", ""Near Crane"", ""Grating""]","[""Fall from Height""]","[""FALL_PROTECTION_FAILURE""]","[""fall-protection""]","[""Fatal Fall"", ""Fall Injury""]",1,0.5087,"[""Work at Height"", ""Safe Mechanical Lifting""]",Work at Height,1,Work at Height,Work at Height,Open grating,Harness not clipped,Multiple fractures,missing fall protection|edge proximity,High
REP-DDE4883A,2023-02-03,Facility Bravo,Deck 3,Unsafe Act,"Scaffolding tubes for Crane C-1 were stored untidily, causing a minor trip hazard during Painting.",Painting,"[""Mechanical Lifting"", ""Painting"", ""Working at Height""]","[""Crane C-1"", ""For Crane""]",[],[],[],[],0,0.0863,"[""Work at Height"", ""Safe Mechanical Lifting""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
