report_id,date,site,location,report_type,description,sif_prediction,sif_probability,primary_lsr,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_potential_consequences,predicted_precursor_tags,predicted_lsr
REP-F673F63F,2020-03-25,Station Foxtrot,Pipe Rack 2,Incident,"Crew commenced General Maintenance at Camp Facility but JSA not discussed. Unaware of SIMOPS, they were exposed to Unidentified hazards.",1,0.752,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Camp Facility"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Unidentified Hazards"", ""evidence"": ""Unidentified hazards"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""WORK_AUTHORIZATION_FAILURE"", ""evidence"": ""JSA not discussed"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""expired-permit""]","[{""rule"": ""Work Authorization"", ""score"": 0.633586951410885}]"
REP-CFAC1E18,2021-01-31,Facility Bravo,Deck 3,Near Miss,Driver doing Transporting Personnel in Vacuum Truck parked slightly outside the designated lines.,0,0.1341,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Transporting Personnel"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Truck parked"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.981968988952762}]"
REP-07E55965,2020-01-03,Site Alpha,Loading Bay,Near Miss,Operator of Overhead Gantry during Crane Lifting forgot his safety glasses but was in an enclosed cab.,0,0.2374,Safe Mechanical Lifting,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Lifting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Crane Lifting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Safe Mechanical Lifting"", ""score"": 0.9681505403107984}]"
REP-09717D9F,2023-01-22,Site Alpha,Loading Bay,Near Miss,"While inspecting Heat Exchanger HX-2, Electrical shock was narrowly avoided because LOTO not applied.",1,0.6522,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""inspecting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Heat Exchanger Hx-2"", ""evidence"": ""Heat Exchanger HX-2"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Inspecting Heat Exchanger"", ""evidence"": ""inspecting Heat Exchanger"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Energy"", ""evidence"": ""Electrical"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""ENERGY_ISOLATION_FAILURE"", ""evidence"": ""LOTO not applied"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Injury"", ""evidence"": ""shock"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""missing-loto""]","[{""rule"": ""Energy Isolation"", ""score"": 0.8353982348528481}]"
REP-511462B9,2022-05-02,Terminal Echo,Loading Bay,Incident,Worker's chin strap on helmet was loose during Rigging on Scaffold Tower B.,0,0.1425,Work at Height,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Rigging"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Scaffold"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Rigging"", ""evidence"": ""Rigging"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9740226413762558}]"
REP-7F6CB8D6,2020-10-13,Station Foxtrot,Pump Room,Incident,Fire extinguisher near Welding Machine W-1 for Grinding was due for monthly inspection next week.,0,0.1052,Hot Work,"[{""value"": ""Maintenance"", ""evidence"": ""inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Hot Work"", ""evidence"": ""Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Welding Machine"", ""evidence"": ""Welding Machine"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9817318440017386}]"
REP-16BB3126,2021-08-15,Platform Charlie,Storage Tank A,Unsafe Condition,Fire extinguisher near Pipe Spool P-10 for Torch Cutting was due for monthly inspection next week.,0,0.1286,Hot Work,"[{""value"": ""Maintenance"", ""evidence"": ""inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Hot Work"", ""evidence"": ""Torch Cutting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pipeline"", ""evidence"": ""Spool P-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9684892551489157}]"
REP-8696655A,2022-06-30,Site Alpha,Storage Tank A,Unsafe Condition,"During Lifting, a piece of non-tensioned wire from Drill Pipe was left on the floor.",0,0.1373,Line of Fire,"[{""value"": ""Drilling"", ""evidence"": ""Drill"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Mechanical Lifting"", ""evidence"": ""Lifting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Drill Pipe"", ""evidence"": ""Drill Pipe"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Line of Fire"", ""score"": 0.9560424148596219}]"
REP-E4A0293A,2023-09-09,Station Foxtrot,Control Room,Near Miss,"Scaffolding tubes for Cherry Picker were stored untidily, causing a minor trip hazard during Roof Repair.",0,0.0543,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""Repair"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Cherry Picker"", ""evidence"": ""Cherry Picker"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9840897290757539}]"
REP-B641E421,2020-08-17,Station Foxtrot,Boiler Area,Incident,Worker's chin strap on helmet was loose during Painting on Roof Access Ladder.,0,0.08,Work at Height,"[{""value"": ""Working at Height"", ""evidence"": ""Roof"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Painting"", ""evidence"": ""Painting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Ladder"", ""evidence"": ""Ladder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9661784147919787}]"
REP-5B4A9EC6,2020-10-01,Site Alpha,Pipe Rack 2,Near Miss,Indicator bulb on Pressure Safety Valve PSV-90 was burnt out during System Maintenance.,0,0.1384,Bypassing Safety Controls,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""System Maintenance"", ""evidence"": ""System Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""During System"", ""evidence"": ""during System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9743222958219627}]"
REP-EAD3D1BA,2023-05-27,Terminal Echo,Loading Bay,Unsafe Condition,The entry log for Separator V-10 during Vessel Welding was smudged with dirt.,0,0.0198,Confined Space,"[{""value"": ""Hot Work"", ""evidence"": ""Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Separator V-10"", ""evidence"": ""Separator V-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Vessel"", ""evidence"": ""Vessel Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""For Separator"", ""evidence"": ""for Separator"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9667598232835262}]"
REP-795D85C7,2021-12-19,Terminal Echo,Storage Tank A,Near Miss,JSA for General Maintenance near Workshop was printed on crumpled paper.,0,0.0157,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Workshop"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work Authorization"", ""score"": 0.7739271703133211}]"
REP-98001121,2022-10-27,Refinery Delta,Pipe Rack 2,Unsafe Condition,"Noticed Valve V-99 had a minor weep during Repair. LOTO was applied correctly, but cleanup was delayed.",0,0.1252,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Repair"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve V-99"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Energy Isolation"", ""score"": 0.8125613508573639}, {""rule"": ""Bypassing Safety Controls"", ""score"": 0.35462571489193917}]"
REP-7825041C,2020-12-24,Refinery Delta,Drilling Floor,Near Miss,"Screen on Shutdown Valve SDV-1 was dirty, making it hard to read during System Maintenance.",0,0.0619,Bypassing Safety Controls,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve SDV-1"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""System Maintenance"", ""evidence"": ""System Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""During System"", ""evidence"": ""during System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9671703194244226}]"
REP-2804576F,2021-11-25,Refinery Delta,Boiler Area,Near Miss,Radio in Crew Bus was left on high volume after Material Delivery.,0,0.0465,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Material Delivery"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Crew Bus"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.975570934790129}]"
REP-5F6091DB,2020-08-27,Facility Bravo,Drilling Floor,Unsafe Condition,Welder doing Torch Cutting with Pipe Spool P-10 had untucked coveralls.,0,0.0259,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pipeline"", ""evidence"": ""Spool P-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9745706109021701}]"
REP-0AF3B18D,2022-05-05,Site Alpha,Pump Room,Unsafe Condition,Indicator bulb on Pressure Safety Valve PSV-90 was burnt out during Alarm Testing.,0,0.2636,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Alarm Testing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9729770483918954}]"
REP-BFFF5F7F,2020-06-19,Refinery Delta,Loading Bay,Near Miss,The welding lead for Pipe Spool P-10 was slightly tangled during Torch Cutting.,0,0.1044,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pipeline"", ""evidence"": ""Spool P-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9777790028632374}]"
REP-05340A53,2021-02-23,Platform Charlie,Storage Tank A,Incident,"During Hoisting using Forklift F-3, the load began to swing wildly. Overloaded crane caused a loss of control, resulting in Swinging load.",1,0.9262,Safe Mechanical Lifting,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Hoisting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Loading/Unloading"", ""evidence"": ""load"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""crane caused"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Forklift"", ""evidence"": ""Forklift"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Suspended Load"", ""evidence"": ""Swinging load"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Vehicle Interaction"", ""evidence"": ""loss of control"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LIFTING_CONTROL_FAILURE"", ""evidence"": ""Overloaded crane"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crushing Injury"", ""evidence"": ""Swinging load"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Struck-By Injury"", ""evidence"": ""Swinging load"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Vehicle / Pedestrian Injury"", ""evidence"": ""loss of control"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""suspended-load"", ""vehicle-interaction""]","[{""rule"": ""Safe Mechanical Lifting"", ""score"": 0.9821191443030381}]"
REP-81A110DB,2021-03-25,Station Foxtrot,Deck 3,Unsafe Condition,Radio in Light Vehicle was left on high volume after Heavy Haulage.,0,0.0725,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Heavy Haulage"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Light Vehicle"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.976121307905242}, {""rule"": ""Confined Space"", ""score"": 0.3673639389061888}]"
REP-76610B25,2021-04-11,Site Alpha,Pump Room,Unsafe Act,"While preparing for Maintenance on Pump P-204, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.0447,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pump"", ""evidence"": ""Pump P-204"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Energy Isolation"", ""score"": 0.8310254048262212}]"
REP-D9068094,2021-06-26,Facility Bravo,Control Room,Unsafe Act,The welding lead for Angle Grinder was slightly tangled during Torch Cutting.,0,0.1879,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Grinder"", ""evidence"": ""Angle Grinder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9822861354748581}, {""rule"": ""Line of Fire"", ""score"": 0.4080439458221028}]"
REP-62DEC93A,2022-12-29,Platform Charlie,Storage Tank A,Unsafe Act,"Hoisting was taking place with Forklift F-3. It was found that Outriggers not extended, which is a severe violation that could result in Crane tip-over.",1,0.8519,Safe Mechanical Lifting,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Hoisting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Crane tip-over"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Forklift"", ""evidence"": ""Forklift"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Suspended Load"", ""evidence"": ""Crane tip-over"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LIFTING_CONTROL_FAILURE"", ""evidence"": ""Outriggers not extended"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crushing Injury"", ""evidence"": ""Crane tip-over"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Struck-By Injury"", ""evidence"": ""Crane tip-over"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""suspended-load""]","[{""rule"": ""Safe Mechanical Lifting"", ""score"": 0.8988705397933612}, {""rule"": ""Work at Height"", ""score"": 0.3655804972672481}]"
REP-8683C4DD,2023-08-01,Facility Bravo,Drilling Floor,Unsafe Act,Permit for Contractor Work at Camp Facility had a minor spelling mistake in the supervisor's name.,0,0.0753,Work Authorization,"[{""value"": ""Contractor Work"", ""evidence"": ""Contractor Work"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Camp Facility"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work Authorization"", ""score"": 0.9762476617061756}]"
REP-BFB01D18,2022-12-24,Facility Bravo,Pipe Rack 2,Near Miss,"Scaffolding tubes for Pipe Rack Level 3 were stored untidily, causing a minor trip hazard during Roof Repair.",0,0.0598,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""Repair"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Structure"", ""evidence"": ""Pipe Rack"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9770038979476149}]"
REP-C9B7AF2B,2021-04-05,Site Alpha,Drilling Floor,Unsafe Act,Operator logged Process Operation for Pressure Safety Valve PSV-90 in the wrong logbook.,0,0.1587,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Process Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.966466038718053}]"
REP-2442BE6B,2021-06-06,Platform Charlie,Deck 3,Incident,"Operator was performing Inspection on Heat Exchanger HX-2. It was discovered that Padlock missing, leaving the system vulnerable to H2S exposure. Work was stopped immediately.",1,0.9412,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Heat Exchanger Hx-2"", ""evidence"": ""Heat Exchanger HX-2"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""System Vulnerable"", ""evidence"": ""system vulnerable"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""On Heat Exchanger"", ""evidence"": ""on Heat Exchanger"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""The System"", ""evidence"": ""the system"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""H2S Exposure"", ""evidence"": ""H2S"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""ENERGY_ISOLATION_FAILURE"", ""evidence"": ""Padlock missing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Toxic Exposure"", ""evidence"": ""H2S"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Loss of Consciousness"", ""evidence"": ""H2S"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Fatal Exposure"", ""evidence"": ""H2S"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""missing-loto""]","[{""rule"": ""Energy Isolation"", ""score"": 0.8275795355936638}, {""rule"": ""Bypassing Safety Controls"", ""score"": 0.49385039398706765}]"
