report_id,date,site,location,report_type,activity,description,sif_label,sif_potential,primary_lsr,lsr_tags,hazard,barrier_failure,equipment,potential_consequence,actual_consequence,precursor_tags,severity
REP-DC40FA1D,2020-04-07,Station Foxtrot,Drilling Floor,Near Miss,Torch Cutting,The welding lead for Pipe Spool P-10 was slightly tangled during Torch Cutting.,0,0.35,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-7B468A86,2022-05-19,Site Alpha,Storage Tank A,Unsafe Condition,Soldering,"During Soldering with Pipe Spool P-10, Sparks falling to lower deck allowed slag to ignite a small fire. Toxic fumes potential was extremely high.",1,0.81,Hot Work,Hot Work,Toxic fumes,Sparks falling to lower deck,Pipe Spool P-10,Facility explosion,None,hydrocarbon presence|sparks,High
REP-C329B714,2022-07-04,Site Alpha,Drilling Floor,Incident,Welding,Fire extinguisher near Welding Machine W-1 for Welding was due for monthly inspection next week.,0,0.18,Hot Work,Hot Work,None,None,Welding Machine W-1,Minor injury,None,,Low
REP-2634B0F5,2021-04-28,Station Foxtrot,Drilling Floor,Near Miss,Maintenance,"Noticed Valve V-99 had a minor weep during Maintenance. LOTO was applied correctly, but cleanup was delayed.",0,0.06,Energy Isolation,Energy Isolation,None,None,Valve V-99,Minor injury,None,,Low
REP-9A5C2AAD,2021-10-05,Station Foxtrot,Main Workshop,Unsafe Condition,Inspection,"The tag for Valve V-99 was faded during Inspection. No Stored energy discharge was present, but tag needs replacement.",0,0.15,Energy Isolation,Energy Isolation,None,None,Valve V-99,Minor injury,None,,Low
REP-2AF97B2E,2021-08-07,Station Foxtrot,Control Room,Unsafe Condition,Inspection,"Noticed Valve V-99 had a minor weep during Inspection. LOTO was applied correctly, but cleanup was delayed.",0,0.4,Energy Isolation,Energy Isolation,None,None,Valve V-99,Minor injury,None,,Low
REP-60C417C3,2020-11-18,Station Foxtrot,Boiler Area,Near Miss,Roof Repair,"Roof Repair was ongoing near Crane C-1 when grating was removed. Harness not clipped left the hole unprotected, creating a high risk of Open grating.",1,0.72,Work at Height,Work at Height,Open grating,Harness not clipped,Crane C-1,Multiple fractures,First Aid,missing fall protection|edge proximity,High
REP-DDE4883A,2023-02-03,Facility Bravo,Deck 3,Unsafe Act,Painting,"Scaffolding tubes for Crane C-1 were stored untidily, causing a minor trip hazard during Painting.",0,0.32,Work at Height,Work at Height,None,None,Crane C-1,Minor injury,None,,Low
REP-430CE6AE,2021-12-06,Facility Bravo,Pipe Rack 2,Unsafe Condition,Non-routine Task,JSA for Non-routine Task near Camp Facility was printed on crumpled paper.,0,0.28,Work Authorization,Work Authorization,None,None,Camp Facility,Minor injury,None,,Low
REP-F1331516,2022-11-28,Platform Charlie,Deck 3,Near Miss,Grinding,Barricade tape for Grinding near Drill Pipe was blown down by the wind. No operations were ongoing.,0,0.1,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-1ECA52FA,2020-03-25,Site Alpha,Deck 3,Unsafe Act,Site Patrol,"A safety camera caught Vacuum Truck engaged in Site Patrol. The footage revealed Brakes defective, which is a precursor to Pedestrian impact.",1,0.88,Driving,Driving|Line of Fire,Pedestrian impact,Brakes defective,Vacuum Truck,Crush injuries to pedestrian,Property Damage,distracted driving|high speed,High
REP-67E7E476,2023-11-03,Refinery Delta,Main Workshop,Incident,Forklift Operation,The horn on Chain Block sounded a bit quiet during Forklift Operation.,0,0.32,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Chain Block,Minor injury,None,,Low
REP-E0A833C6,2021-12-08,Refinery Delta,Boiler Area,Near Miss,Inspection,"Operator was performing Inspection on Valve V-99. It was discovered that Padlock missing, leaving the system vulnerable to Steam leak. Work was stopped immediately.",1,0.95,Energy Isolation,Energy Isolation,Steam leak,Padlock missing,Valve V-99,Asphyxiation,Property Damage,toxic fluid|inadequate isolation,High
REP-A4AB0849,2022-02-25,Terminal Echo,Storage Tank A,Unsafe Condition,Structural Inspection,Worker's chin strap on helmet was loose during Structural Inspection on Crane C-1.,0,0.12,Work at Height,Work at Height,None,None,Crane C-1,Minor injury,None,,Low
REP-CE0310DD,2022-10-15,Site Alpha,Deck 3,Incident,Torquing,"During Torquing, a piece of non-tensioned wire from Drill Pipe was left on the floor.",0,0.35,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-9A70A394,2020-08-08,Refinery Delta,Boiler Area,Near Miss,Tank Cleaning,Tools used for Tank Cleaning in Underground Sump were left outside the entrance untidily.,0,0.01,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-14364CB2,2022-10-29,Refinery Delta,Pipe Rack 2,Near Miss,System Maintenance,Operator logged System Maintenance for DCS System in the wrong logbook.,0,0.04,Bypassing Safety Controls,Bypassing Safety Controls,None,None,DCS System,Minor injury,None,,Low
REP-3DF9B905,2022-04-02,Terminal Echo,Pump Room,Unsafe Act,Painting,Worker's chin strap on helmet was loose during Painting on Scaffold Tower B.,0,0.24,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-F0630AC0,2021-11-19,Terminal Echo,Pipe Rack 2,Incident,Soldering,"During Soldering with Pipe Spool P-10, Fire watcher absent allowed slag to ignite a small fire. Explosion potential was extremely high.",1,0.99,Hot Work,Hot Work,Explosion,Fire watcher absent,Pipe Spool P-10,Facility explosion,Property Damage,sparks|ignition source,High
REP-E392633C,2023-11-10,Station Foxtrot,Pump Room,Incident,Rigging,Paint on Mobile Crane used for Rigging is peeling off.,0,0.32,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-6A49D669,2023-03-18,Station Foxtrot,Deck 3,Unsafe Condition,Vessel Welding,Tools used for Vessel Welding in Storage Tank A were left outside the entrance untidily.,0,0.1,Confined Space,Confined Space,None,None,Storage Tank A,Minor injury,None,,Low
REP-3202EDCE,2021-02-28,Terminal Echo,Drilling Floor,Incident,Soldering,"A contractor began Soldering using Angle Grinder. A safety walk discovered Fire watcher absent, immediately stopping work due to Toxic fumes risk.",1,0.72,Hot Work,Hot Work,Toxic fumes,Fire watcher absent,Angle Grinder,Facility explosion,Property Damage,hydrocarbon presence|sparks,Medium
REP-CBE4EEF1,2021-05-19,Platform Charlie,Pipe Rack 2,Near Miss,Grinding,The welding lead for Pipe Spool P-10 was slightly tangled during Grinding.,0,0.08,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-35BD282B,2021-12-07,Facility Bravo,Main Workshop,Unsafe Act,Hoisting,"During Hoisting using Forklift F-3, the load began to swing wildly. Outriggers not extended caused a loss of control, resulting in Rigging failure.",1,0.87,Safe Mechanical Lifting,Safe Mechanical Lifting,Rigging failure,Outriggers not extended,Forklift F-3,Structural collapse,First Aid,blind lift|heavy lifting,High
REP-3EB43861,2020-10-08,Site Alpha,Loading Bay,Unsafe Condition,Structural Inspection,"During Structural Inspection, worker used the correct harness but the inspection log was not filled in for Roof Access Ladder.",0,0.28,Work at Height,Work at Height,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-6E6D1646,2020-11-19,Refinery Delta,Control Room,Incident,Material Delivery,"A safety camera caught Vacuum Truck engaged in Material Delivery. The footage revealed Speeding, which is a precursor to Vehicle collision.",1,0.92,Driving,Driving,Vehicle collision,Speeding,Vacuum Truck,Severe whiplash,Property Damage,heavy vehicle interaction|high speed,Medium
REP-A0C7A363,2020-12-26,Site Alpha,Storage Tank A,Incident,Hoisting,Paint on Overhead Gantry used for Hoisting is peeling off.,0,0.35,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Overhead Gantry,Minor injury,None,,Low
REP-AD773E98,2021-11-08,Facility Bravo,Control Room,Near Miss,Crane Lifting,A heavy skid was being moved during Crane Lifting. Overloaded crane led to a near miss involving Swinging load near Mobile Crane.,1,0.84,Safe Mechanical Lifting,Safe Mechanical Lifting,Swinging load,Overloaded crane,Mobile Crane,Structural collapse,None,dynamic loading|suspended load,Medium
REP-F45D593A,2022-03-31,Station Foxtrot,Deck 3,Unsafe Condition,Repair,"The tag for Electrical Panel EP-5 was faded during Repair. No H2S exposure was present, but tag needs replacement.",0,0.14,Energy Isolation,Energy Isolation,None,None,Electrical Panel EP-5,Minor injury,None,,Low
REP-0FB485FA,2023-03-19,Site Alpha,Main Workshop,Near Miss,Contractor Work,JSA for Contractor Work near Workshop was printed on crumpled paper.,0,0.24,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-0D7EF9B8,2021-08-27,Platform Charlie,Loading Bay,Unsafe Condition,Maintenance,"The tag for Valve V-99 was faded during Maintenance. No Stored energy discharge was present, but tag needs replacement.",0,0.37,Energy Isolation,Energy Isolation,None,None,Valve V-99,Minor injury,None,,Low
REP-5871BECE,2021-05-21,Station Foxtrot,Deck 3,Incident,General Maintenance,Worker doing General Maintenance at Camp Facility did not sign the permit exactly on the line.,0,0.33,Work Authorization,Work Authorization,None,None,Camp Facility,Minor injury,None,,Low
REP-6604BA7D,2023-10-25,Facility Bravo,Control Room,Unsafe Act,Welding,Fire extinguisher near Welding Machine W-1 for Welding was due for monthly inspection next week.,0,0.18,Hot Work,Hot Work,None,None,Welding Machine W-1,Minor injury,None,,Low
REP-20EEAF97,2022-03-21,Platform Charlie,Pump Room,Unsafe Condition,General Maintenance,JSA for General Maintenance near Camp Facility was printed on crumpled paper.,0,0.29,Work Authorization,Work Authorization,None,None,Camp Facility,Minor injury,None,,Low
REP-E6AFB1FF,2021-01-03,Facility Bravo,Storage Tank A,Near Miss,Pipefitting,"Noticed Electrical Panel EP-5 had a minor weep during Pipefitting. LOTO was applied correctly, but cleanup was delayed.",0,0.12,Energy Isolation,Energy Isolation,None,None,Electrical Panel EP-5,Minor injury,None,,Low
REP-ECB0BAEF,2023-01-05,Refinery Delta,Pipe Rack 2,Unsafe Condition,System Maintenance,Operator logged System Maintenance for Shutdown Valve SDV-1 in the wrong logbook.,0,0.06,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Shutdown Valve SDV-1,Minor injury,None,,Low
REP-16839B7A,2021-05-21,Refinery Delta,Drilling Floor,Unsafe Condition,Tank Cleaning,"Worker doing Tank Cleaning in Storage Tank A complained about poor lighting, though gas levels were normal.",0,0.33,Confined Space,Confined Space,None,None,Storage Tank A,Minor injury,None,,Low
REP-8B22A77A,2022-04-03,Refinery Delta,Loading Bay,Unsafe Condition,Scaffolding,Worker's chin strap on helmet was loose during Scaffolding on Roof Access Ladder.,0,0.3,Work at Height,Work at Height|Energy Isolation,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-93929FC3,2023-09-14,Terminal Echo,Loading Bay,Incident,Inspection,"While preparing for Inspection on Heat Exchanger HX-2, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.35,Energy Isolation,Energy Isolation,None,None,Heat Exchanger HX-2,Minor injury,None,,Low
REP-1EC0E1C0,2020-11-01,Platform Charlie,Storage Tank A,Unsafe Condition,Inspection,"The tag for Valve V-99 was faded during Inspection. No H2S exposure was present, but tag needs replacement.",0,0.17,Energy Isolation,Energy Isolation,None,None,Valve V-99,Minor injury,None,,Low
REP-BAF5967D,2022-03-06,Facility Bravo,Main Workshop,Unsafe Condition,General Maintenance,Worker doing General Maintenance at Workshop did not sign the permit exactly on the line.,0,0.22,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-FCF4F9CB,2023-05-19,Site Alpha,Deck 3,Unsafe Condition,Roof Repair,"Scaffolding tubes for Pipe Rack Level 3 were stored untidily, causing a minor trip hazard during Roof Repair.",0,0.27,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-5C54B7D3,2020-08-28,Station Foxtrot,Control Room,Unsafe Condition,Material Delivery,The Forklift was slightly dirty during Material Delivery.,0,0.39,Driving,Driving,None,None,Forklift,Minor injury,None,,Low
REP-BD63A16D,2022-10-15,Refinery Delta,Deck 3,Incident,Internal Inspection,"Worker doing Internal Inspection in Separator V-10 complained about poor lighting, though gas levels were normal.",0,0.15,Confined Space,Confined Space,None,None,Separator V-10,Minor injury,None,,Low
REP-9912EC9C,2023-02-07,Terminal Echo,Storage Tank A,Near Miss,Grinding,Welder doing Grinding with Oxy-Acetylene Torch had untucked coveralls.,0,0.02,Hot Work,Hot Work,None,None,Oxy-Acetylene Torch,Minor injury,None,,Low
REP-70FBFD96,2020-12-10,Station Foxtrot,Drilling Floor,Unsafe Condition,Grinding,"During Grinding with Pipe Spool P-10, Sparks falling to lower deck allowed slag to ignite a small fire. Explosion potential was extremely high.",1,0.98,Hot Work,Hot Work,Explosion,Sparks falling to lower deck,Pipe Spool P-10,Fatal burns,First Aid,sparks|flammable atmosphere,High
REP-0428BE1A,2023-07-15,Facility Bravo,Deck 3,Unsafe Condition,Heavy Haulage,"While Heavy Haulage with Vacuum Truck, the driver was observed Brakes defective. This led to a near miss involving Vehicle collision.",1,0.92,Driving,Driving,Vehicle collision,Brakes defective,Vacuum Truck,Fatal traffic accident,None,high speed|poor road conditions,High
REP-C0A84F9E,2020-02-04,Terminal Echo,Main Workshop,Near Miss,Heavy Haulage,"Crew Bus was involved in a near miss during Heavy Haulage. Investigation showed Brakes defective, drastically increasing the risk of Vehicle collision.",1,0.7,Driving,Driving,Vehicle collision,Brakes defective,Crew Bus,Crush injuries to pedestrian,None,heavy vehicle interaction|poor road conditions,High
REP-4EFDD438,2022-04-11,Refinery Delta,Loading Bay,Unsafe Condition,Process Operation,Operator engaged in Process Operation admitted to bypassing safety logic on DCS System. Alarm disabled is a severe breach leading to Process safety event.,1,0.93,Bypassing Safety Controls,Bypassing Safety Controls,Process safety event,Alarm disabled,DCS System,Major explosion,First Aid,ignored alarm|bypassed interlock,Medium
REP-5CBAD14F,2022-10-20,Refinery Delta,Drilling Floor,Unsafe Act,Scaffolding,"During Scaffolding, worker used the correct harness but the inspection log was not filled in for Scaffold Tower B.",0,0.08,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-5DDBEE68,2021-10-06,Site Alpha,Loading Bay,Unsafe Condition,Inspection,"Noticed Compressor C-10 had a minor weep during Inspection. LOTO was applied correctly, but cleanup was delayed.",0,0.37,Energy Isolation,Energy Isolation|Line of Fire,None,None,Compressor C-10,Minor injury,None,,Low
REP-42A3BFFE,2020-10-13,Station Foxtrot,Deck 3,Near Miss,Process Operation,"Screen on Fire & Gas Panel was dirty, making it hard to read during Process Operation.",0,0.14,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-4B790E4C,2021-01-15,Station Foxtrot,Storage Tank A,Unsafe Act,Process Operation,"While investigating DCS System, it was found that Override left active during Process Operation. This exposed the facility to Loss of containment.",1,0.8,Bypassing Safety Controls,Bypassing Safety Controls|Safe Mechanical Lifting,Loss of containment,Override left active,DCS System,Catastrophic release,First Aid,unauthorized override|bypassed interlock,High
REP-50D08E40,2020-08-06,Site Alpha,Pump Room,Near Miss,Forklift Operation,Paint on Mobile Crane used for Forklift Operation is peeling off.,0,0.13,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-EDE341D3,2023-02-09,Site Alpha,Drilling Floor,Incident,Crane Lifting,The horn on Forklift F-3 sounded a bit quiet during Crane Lifting.,0,0.04,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Forklift F-3,Minor injury,None,,Low
REP-C5047860,2020-12-08,Refinery Delta,Main Workshop,Incident,System Maintenance,Operator engaged in System Maintenance admitted to bypassing safety logic on DCS System. Alarm disabled is a severe breach leading to Overpressure.,1,0.78,Bypassing Safety Controls,Bypassing Safety Controls,Overpressure,Alarm disabled,DCS System,Multiple fatalities,None,bypassed interlock|unauthorized override,Medium
